No.,Labels,Tweets,Happiness,Sadness,Anger,Disgust,Surprise,Fear,Sentiment
1465,0,มีใครเหนื่อยใจกับตัวเองเหมือนเรามั้ย? #โรคซึมเศร้า,0,1,0,1,0,0,2
1466,0,คุณรู้มั้ยว่าสิ่งที่คุณทำ มันทำให้ผมเจ็บ    #คำคม #คำคมอกหัก #คำคมเศร้า #คำคมความรัก  #แคปชั่น #แคปชั่นความรัก #แคปชั่นอกหัก  #แคปชั่นเศร้า #แคปชั่นคำคม #แคปชั่นด่า #แคปชั่นเด็ดๆ #อกหัก #เศร้า,0,1,0,0,0,0,2
1467,0,ไข่แพงก็กินหมูแทน  #อยู่บ้านหยุดเชื้อช่วยชาติ #โควิดเราต้องรอด #โรคซึมเศร้า,0,0,1,0,0,0,0
1468,0,เลือกถูกแล้วใช่มัยวะ.... 😭  #โรคซึมเศร้า #เหนื่อย #อยากตาย,0,1,0,0,0,1,2
1469,0,ไม่สงสารผู้หญิงตัวน้อยๆคนนี้บ้างหรอ ที่ต้องมาเสี่ยงแล้วก็เหนื่อยกับอะไรก็ไม่รู้😤😩 #รัฐบาลเฮ็งซวย #โควิค19 #โรคซึมเศร้า,0,1,1,0,0,0,2
1470,0,"ถ้าหนึ่งคนหมดใจ 🖤  "" ก็ ป ล่ อ ย เ ข า ไ ป ""    ให้เขาเจอคนที่ใช่สำหรับเขาเถอะ 🚶🏼‍♂️    #หมดใจ #ความรัก #คิดมาก #หมดหวัง #คิดถึง #ความคิด #ความทรงจำ #เหงา #ท้อ #เศร้า #เหนื่อย #น้ำตา",0,1,0,0,0,0,2
1471,0,มันไม่ใช่ครั้งแรกที่ฉันรู้สึกโดดเดี่ยว  และมันก็คงไม่ใช่ครั้งสุดท้าย  ไม่รู้ว่าเวลาแบบนี้  ควรจะไปหาใคร ควรจะบอกใครมั้ย  ไม่มีทางหนี ไม่มีทางให้ไปต่อ  ทำได้แค่จมอยู่กับความรู้สึกบ้าๆนี่ทุกวัน  #โรคซึมเศร้า,0,1,0,0,0,0,2
1472,0,มีแต่คนอยู่บ้าน ไม่มีใครคิดมาอยู่ในใจเราบ้างเหรอ🥺🤪    #คำคม #คำคมอกหัก #คำคมเศร้า #คำคมความรัก  #แคปชั่น #แคปชั่นความรัก #แคปชั่นอกหัก  #แคปชั่นเศร้า #แคปชั่นคำคม #แคปชั่นด่า #แคปชั่นเด็ดๆ #อกหัก #เศร้า #โควิด_19 #โควิดตัวร้าย,0,0,0,0,0,0,0
1473,0,https://t.co/7QE8y9TDUJ  โรคซึมเศร้าไม่เคยเป็นเรื่องตลก (#โรคซึมเศร้า x #BNK48)    #CherprangBNK48   #MusicBNK48  #JennisBNK48   #OrnBNK48   #KaewBNK48  #NoeyBNK48   #NamneungBNK48   #NamsaiBNK48   #JuneBNK48  #MewnichBNK48   #FondBNK48  #MinminBNK48   #PhukkhomBNK48  #PunBNK48   #BambooBNK48,0,0,1,0,0,0,2
1474,0,เหนื่อย อึดอัดมาก ท้อแล้วนะ จะไม่/หวแล้วนะ #โรคซึมเศร้า,0,1,0,0,0,0,2
1475,0,ไม่ได้ร้องไห้ก็ไม่ได้แปลว่าไม่เสียใจอะ  #โรคซึมเศร้า,0,1,0,0,0,0,2
1476,0,ในขณะที่ทุกคนวิตกกับโควิด  แต่นี่วิตกกับวิจัยมาก   แรกๆบอกไหว นานไปใจสลาย   ฮือออออ #เครียด #วิจัย #ปโท   #มอปิดแล้วไงออนไลน์ยังมี,0,1,0,0,0,0,2
1477,0,แฟนไม่มี นอนเหงา วนไปครับ 😔😭  #โสด #fwb #fwbกทม #fwbกรุงเทพ   #เหงา #นัดกอด #เศร้า #คนคุย #หาเพื่อน #หาเพื่อนเที่ยว,0,1,0,0,0,0,2
1478,0,มีใครเป็น #โรคซึมเศร้า แล้วทำงานไปด้วยคะ มีผบกระทบอะไรต่องานบ้างรึป่าวคะ,0,0,0,0,0,1,0
1479,0,ไม่เเรงไปหรอกคำที่เธอพูด เราเเค่รับมันไม่ไหวเอง    #คำคม #คำคมอกหัก #คำคมเศร้า #คำคมความรัก  #แคปชั่น #แคปชั่นความรัก #แคปชั่นอกหัก  #แคปชั่นเศร้า #แคปชั่นคำคม #แคปชั่นด่า #แคปชั่นเด็ดๆ #อกหัก #เศร้า,0,1,0,0,0,0,2
1480,0,เราไม่สมบูรณ์แบบหรอก แต่เราเพียงต้องการแค่กำลังใจ... #โรคซึมเศร้า,0,1,0,0,0,0,2
1481,0,มีทุกอย่าง ยกเว้นความสุข     #โรคซึมเศร้า,0,1,0,0,0,0,2
1482,0,โสดงะ    #หาแฟน #หาคู่ #หาเพื่อน #สาวอ้วน #fwb #เศร้า #เหงา #อยากมีแฟน #รามคำแหง #นิมิตใหม่,0,1,0,0,0,0,0
1483,0,คิดถึงเธอมากเท่าไกร่ก็ไม่มีวันพบเจอ 🙂 #โรคซึมเศร้า,0,1,0,0,0,0,2
1484,0,ไหนบอกเราไม่ทิ้งกัน มึงทิ้งกูตั้งแต่วันแรกเลยสึส แดกเกลือไปจ้า มาม่าก็เสือกแพง #เราไม่ทิ้งกัน #แคปชั่นเด็ดๆ #เราไม่ทิ้งกัน #คําคมโดนๆ #ความรู้สึก #แคปชั่น #เหนื่อยกับชีวิต #เหนื่อยใจ,0,0,1,0,0,0,2
1485,0,ผมก็แค่อยากมีความสุขเหมือนคนอื่นเขาบ้าง  #โรคซึมเศร้า,0,1,0,0,0,0,2
1486,0,#โรคซึมเศร้า แม่รักหนูไหม:(,0,1,0,0,0,0,2
1487,0,เด็กคนนั้นที่เคยหัวเราะเมื่อมีความสุข  ร้องไห้ออกมาเมื่อรู้สึกเศร้า....เด็กคนนั้นมันหายไปไหน ....ทำไมมีแต่เด็กที่ไม่สามารถแสดงออกอะไรไม่ได้เลย  #โรคซึมเศร้า,0,1,0,0,0,0,2
1488,0,ก็ต้องกับมาหน่วงกับมาร้องไห้กับมาอยากตาย เพราะคนในครอบครัวเหมือนเดิม #โรคซึมเศร้า,0,1,0,1,0,0,2
1489,0,สุดท้ายก็ไม่เหลือใคร:) #โรคซึมเศร้า,0,1,0,0,0,0,2
1490,0,RIP พยาบาลทำงานหนัก วูบดับ  #นักรบเสื้อกาวน์ #โควิด19 #โคโรน่าไวรัส #RIP    https://t.co/zDs0QINoGf,0,1,0,0,0,0,2
1491,0,ในอดีตทุกคนผ่านอะไรมาไม่เหมือนกัน เจออุปสรรคมาไม่เหมือนกัน อย่าคิดว่าแค่เรื่องเล็กน้อยทำไมต้องอ่อนแอ ทำไมต้องร้องไห้ เพราะมันอาจจะเป็นเรื่องใหญ่ที่สุดในชีวิตเขาแล้วก็ได้ :)  #เศร้า  #แคปชั่น  #xning_x,0,1,0,0,0,0,0
1492,0,10.00 น.เจ้าหน้าที่มูลนิธิร่วมกตัญญูรับแจ้งมีผู้กระโดดน้ำบริเวณสะพานพระราม8 จำนวน 3คน ช่วยเหลือได้ 1คน เสียชีวิต1คน สูญหาย1คน โดยผู้รอดชีวิตเผยว่านัดกันมา กระโดดน้ำฆ่าตัวตายเพราะมีปัญหาครอบครัว ความคืบหน้าจะรายงานให้ทราบต่อไป   #ข่าววันนี้ #ฆ่าตัวตาย  @ขอบคุณภาพจากร่วมกตัญญู,0,1,0,0,0,0,2
1493,0,อะไรจะแข็งแรงขนาดนี้วะ  เกิดมาไม่เคยแพ้ยาสักชนิด  ถ้าโลกคัดให้เราต้องอยู่  แล้วทำไมไม่สามารถอยู่แบบมีความสุขได้วะ  ฉันก็แค่หนึ่งชีวิตห่วยๆ  #โรคซึมเศร้า,0,1,0,0,0,0,2
1494,0,คิดถึงไอ้ต้าวทั้ว3ตัวที่สุด #โรคซึมเศร้า,1,0,0,0,0,0,0
1495,0,อีกแล้ว #โรคซึมเศร้า,0,0,0,0,1,0,0
1496,0,หมอให้ยานอนหลับมาแต่มันไม่ช่วยให้หลับได้เลย เปลี่ยนยามาสองรอบแล้วก็ไม่ดีขึ้นเลย    #โรคซึมเศร้า,0,1,0,0,0,0,2
1497,0,ฉันไม่ได้เข็มแข็งขนาดนั้น #โรคซึมเศร้า,0,0,1,0,0,0,2
1498,0,#RIP หัวหน้าสถานีควบคุมไฟป่าภูพิงค์และเพื่อนร่วมงาน ร่วมแสดงความเสียใจกับการเสียชีวิตของนายสิงห์ทน หลังตัดสินใจจบชีวิตในบ้านพักตนเอง คาดเครียดปัญหาส่วนตัว,0,1,0,0,0,0,2
1499,0,หวนคืนสู่วงการนอนไม่หลับ  ตอนนี้ก็ทั้งเพลีย ทั้งร้อน ทั้งปวดหัว  มีเรื่องอะไรให้คิดเยอะแยะไปหมด   #โรคซึมเศร้า,0,0,0,0,0,1,2
1500,0,เหมือนจะดีขึ้นนะแต่ก็ไม่เลย:)  #โรคซึมเศร้า,0,1,0,0,0,0,2
1501,0,การที่เราพยายามทำทุกอย่างให้เขารัก แต่เค้าเสือกไม่รัก แม่งเจ็บวะ #sad💔,0,1,0,0,0,0,2
1502,0,ผิดเหรอที่เป็นโรคซึมเศร้า มันผิดมากเหรอ คิดว่าอยากเป็นเหรอ คิดว่าไม่เจ็บปวดหรอกับคำที่พวกคุณพูดใส่ คำพูดบางคำมันสามารถฆ่าคนคนหนึ่งได้เลยนะ แค่ที่เป็นอยู่ก็ทรมานมากพอแล้ว ขอทุกคนอย่าพูดอะไรที่มั่นบั่นทอนจิตใจได้ไหม รับไม่ไหวหรอก  ไม่อยากยิ้มปลอมๆใส่ทุกคนอีกแล้ว   #โรคซึมเศร้า,0,1,0,1,0,0,2
1503,0,พันไทย ฝ่าโควิด😁😁#covid_19 #corona #covid19 #โควิด19 #420 #cbd  #thc #wax #dab #กัญชาชน #กัญชาออแกนิค #ขายกัญชา #gunch #สมุนจ้าวป่า #420photography #สายควัน #สายเขียว🍃🌿 #สายเขียว #เศร้า #oganic #thailand #thai #cbd #พรรคเขียว #เมาดอกไม้ #เมา #hiphop #high,0,0,0,0,0,0,0
1504,0,คือเป็นผู้ป่วย #ซึมเศร้า มาสามสี่ปี ทางนี้คอยพยายามวิเคราะห์ตัวเองตลอดเพื่อให้รู้ตัวเองถึงสาเหตุที่จะเกิดอาการ และหลีกเลี่ยงมันให้ได้มากที่สุด  -ส่วนใหญ่เลือกใช้การ หนีออกมา..ไม่ปะทะ   ??แต่ทำไมอีกฝ่ายต้องตามมา บังคับให้กลับไปทะเลาะด้วย ไม่เข้าใจ???,0,0,0,1,1,0,2
1505,0,#โรคซึมเศร้า​  หรือที่ทุกคนทราบกันดีว่าคือหมาดำเพื่อนรัก อย่าให้มันทำร้ายเราเราคือเจ้าของชีวิตนะเจ้าหมา​  ทุกคนผมอาร์มที่ส่งต่อเพลง​sos​   ลองฟัง ส่งต่อ และผมเชื่อว่าทุกคนไม่มีใครอยากป่วย​  ชีวิตคุณมีค่าอย่ายอมแพ้​ น้องสาวผมก็ยังต่อสู้ไปด้วยกัน    https://t.co/2KFneFbuL0,1,0,0,0,0,0,1
1506,1,ขอโทษ​ที่ทำให้คิดว่าเราเรียกร้องความสนใจจากทุกคน  ขอโทษ​ที่ทำตัวเป็นภาระเป็นตัวปัญหา  สุดท้ายทุกคนก็มองเราว่าเป็นแบบนี้อยู่ดี  #โรคซึมเศร้า,0,1,0,1,0,0,2
1507,0,ไม่อยากอยู่ที่นี่แล้ว คนที่นี่ใจร้าย มารับหนูไปไวๆที ได้โปรด 😢 #โรคซึมเศร้า,0,1,0,1,0,0,2
1508,0,อาจจะด้วยน้ำเสียง คำพูดที่หมอใช้ หรืออะไรก็แล้วแต่ แต่มันช่วยให้เรารู้สึกดีขึ้นจริง ๆ เราเอามาฝากเผื่อเป็นกำลังใจใครที่กำลังรักษา #โรคซึมเศร้า ได้บ้างนะคะ    คุณหมอบอกเราประมาณว่า คุณอย่าเพิ่งตายนะ เชื่อหมอ มันไม่คุ้ม หมอก็จะสู้ไปกับคุณเหมือนกัน ตกลงนะ มาลุยกัน,1,0,0,0,1,0,1
1509,0,ไม่ได้คิดอยากตายมากี่วัน ทำไมต้องมาทำให้คิดมาก เบื่ออยู่แต่บ้าน #โรคซึมเศร้า,0,1,0,0,0,0,2
1510,0,เราอยากจะตะโกนบอกพี่สาวตัวเองว่า หยุดคิดแบบนั้นสักทีได้ไหม น้องทรมานนะที่เห็นพี่เป็นแบบนี้ น้องตามส่องทวิตของพี่ตลอด ทำไมถึงคิดแบบนี้น้องเข้าใจนะ🥺 ทำไมต้องมาเกิดขึ้นกับพี่เราด้วย☹️ พี่รู้ไหมตอนน้องรู้ น้องเสียใจมากเลยนะที่พี่เป็น😢 #โรคซึมเศร้า,0,1,0,0,0,1,2
1511,0,การที่เรายิ้ม ไม่ได้แปลว่าไม่เสียใจ  เราเพียงแค่ไม่อยากแสดงออกมาให้คุณเห็น    ____________________    #ที่ปรึกษา #ปรึกษา #ความรู้สึก #ระบาย #โควท #ซึมเศร้า #เหนื่อยกับชีวิต #โรคซึมเศร้า #แนะนำ #บอกต่อ #ให้กําลังใจ #ยิ้ม #อย่าร้อง #ความทุกข์ #สตอรี่,0,1,0,0,0,0,2
1512,0,ใครมีวิธีทำให้แผลเป็นจากการกรีดแขนจางลงบางไหมคะ ช่วยแนะนำหน่อยค่ะ😓😓 #โรคซึมเศร้า,0,1,0,0,0,0,2
1513,0,โรคซึมเศร้า:) #โรคซึมเศร้า  ผลลัพธ์แบบทดสอบจิตวิทยาบุคลิกภาพ หมีพูห์ ของฉันได้ อียอร์ (Eeyore). https://t.co/aR6W4Ncnl3 via @idr_labs,0,0,0,0,0,0,0
1514,0,ทุกวันนี้ที่ไม่ทักใคร ไม่ใช่ว่าหยิ่ง แต่แค่จริงๆไม่ได้มองหน้าคนๆนั้นมากกว่า ความมั่นใจ บางทีมันก็ไม่ได้มีกันทุกคน #เหนื่อยกับชีวิต #เหนื่อยใจ #เหนื่อยกับความรู้สึก,0,1,0,0,0,0,2
1515,1,การขาดอากาศจนตัวชามันเหมือจะลอยไปนอกโลกเลย #โรคซึมเศร้า,1,0,0,0,1,0,2
1516,0,#RIP Nobuhiko Obayashi หนึ่งในผกก.คนสำคัญของญี่ปุ่น หนังสยองสุดเซอร์ #House ถือเป็นหนังคัลต์ขึ้นหิ้งในตำนานที่คนรักหนังต้องดู เมื่อ 7 ดรุณีต้องผจญบ้านผีเฮี้ยนที่สามารถฆ่าพวกเธอได้ตั้งแต่ประตู หน้าต่าง ยันเปียโน ไปอ่านเรื่องราวของหนังกัน https://t.co/nL8B2I4LBh,0,0,0,0,0,0,2
1517,0,นวด นวด นวด… นวดเพื่อเพิ่มพลัง ลัน ลัน ลา ลัน ลัน ลา  จะช่วยผ่อนคลายกล้ามเนื้อ เลือดไหลเวียนสะดวก ทำให้รู้สึกผ่อนคลาย และหายเครียด😀    ดูวิธีนวดได้ที่ https://t.co/9K04CnXrSE    #เครียด #คลายเครียด #นวด #การนวดคลายเครียด #ผ่อนคลาย #สุขใจ #สุขภาพใจ,1,0,0,0,0,0,1
1518,1,กูเกิดมาเพื่อไม่มีใครเข้าใจ อยากตายแต่ทำไรไม่ได้ พ่อแม่ทะเลาะกัน ความสัมพันธ์ความรักไม่สมหวัง เกิดมาเพื่อผิดหวัง พบเจอแต่ความชิปหาย เหนื่อย อยากตาย #ปัญหาครอบครัว  #โรคซึมเศร้า,0,1,0,1,0,0,2
1519,0,เราควรเป็นตัวของตัวเองได้แล้วอ่ะ  คนที่หยิ่งๆ เย็นชา ไม่ค่อยคุยกับใคร  กลับมาเป็นแบบเดิมดีกว่า   ให้เสียงเพลงมันเยียวยาเรานะ💚🦊    #เย็นชา #หยิ่ง #เพื่อน #ครอบครัว   #เสียงเพลง  #เด็กเก็บกด #ซึมเศร้า,1,0,0,0,0,0,1
1520,0,ถ้าการที่เราเก็บทุกคำพูดของคนอื่นมาคิด โดนคนในบ้านพูดแทงใจบ่อยๆ แอบร้องไห้คนเดียวบ่อย อยากอยู่คนเดียว เครียด คิดมาก ไม่มีสมาธิ เหม่อลอยบ่อย รู้สึกเหมือนไม่มีที่ให้เราอยู่แล้ว ไม่มีใครต้องการแล้ว ไม่มีใครเข้าใจเราแล้ว  เคยแอบคิดเรื่องตายบ้างนิดหน่อย (มีต่อในเม้น)​ #โรคซึมเศร้า,0,1,0,0,0,0,2
1521,1,ความผิดพลาดครั้งใหญ่ในชีวิตของพ่อแม่คือการที่กูเกิดมา    #โรคซึมเศร้า,0,1,0,1,0,0,2
1522,0,มาอีกแล้วไออยู่ๆก็เบื่อทุกอย่าง เบื่อสิ่งรอบข้าง  เบื่อสิ่งที่เคยชอบมากไป นอนๆก็น้ำตาคลอ  หยิกแขนตัวเอง  😔#โรคซึมเศร้า,0,1,0,1,0,0,2
1523,0,เป็นอะไร เหนื่อยอะไรนักหนา งานก็ไม่ได้หนักซักหน่อย แค่นี้ทำเป็นท้อ โตไปจะเหนื่อยกว่านี้เยอะ  #ปัญหาครอบครัว,0,1,0,1,0,0,2
1524,0,ถ้าวันนึงเราเปลี่ยนไปแล้ว ไม่พยายามไม่สนใจ ไม่ยอมทุกอย่าง เหมือนที่ผ่านมา  เธอจะรู้สึกอะไรบ้างไหม    #คำคม #คำคมอกหัก #คำคมเศร้า #คำคมความรัก  #แคปชั่น #แคปชั่นความรัก #แคปชั่นอกหัก  #แคปชั่นเศร้า #แคปชั่นคำคม #แคปชั่นด่า #แคปชั่นเด็ดๆ #อกหัก #เศร้า,0,1,0,0,0,0,2
1525,0,ดาวน์ลงเรื่อยๆแต่ก็ยังไม่กล้าพอที่จะเห็นแก่ตัว 🎭 #โรคซึมเศร้า #ภาวะซึมเศร้า,0,1,0,0,0,1,2
1526,0,ร้องไห้ทุกคืนก่อนนอนตลอดเพราะอะไรก็ไม่รู้ ใครถามก็ได้แต่บอกไม่รู้ แม่งเอ้ย #โรคซึมเศร้า,0,1,0,0,0,0,2
1527,0,เลิกบอกว่า 'เรื่องแค่นี้' เถอะวะ  อยากจะอ้วกใส่หน้ามึงอะ  มึงคนทำมึงก็พูดได้สิว่าเรื่องแค่นี้  แล้วคนโดนกระทำอย่างกูล่ะ  พอพูดขึ้นมาก็หาว่าเรื่องแค่นี้ยังทนไม่ได้  #โรคซึมเศร้า,0,0,1,0,0,0,2
1528,0,ใครจะสนใจเราอ่ะ ก็เราไม่สำคัญ เราหายไปก็ไม่มีใครรู้สึกอะไรหรอก  #โรคซึมเศร้า,0,1,0,1,0,0,2
1529,0,ครอบครัวยังไม่สนใจเราเลย #โรคซึมเศร้า,0,1,0,1,0,0,2
1530,0,หันกลับมาได้ตลอดเลยนะ ผมยังไม่ไปไหน ยังอยู่ที่เดิม:-)    #สู้ๆ #ให้กําลังใจ #เศร้า #ยิ้ม,0,1,0,0,0,0,1
1531,0,เกิดเป็นเรามันผิดมากหรอ ทำอะไรก็ผิดไปหมด ออกไปเที่ยวก็ด่า อยู่บ้านก็ด่า เรียนไม่ดีก็ด่า คือต้องการอะไรจากเราอะ เราเคยดีในสายตาคุณบ้างไหม😞 #ปัญหาครอบครัว,0,1,0,1,0,0,2
1532,0,ทำไมว่ะทำไมสิ่งที่กูทำมันผิดมากเลยหรอว่ะทำไมกูต้องเป็นฝ่ายผิดตลอดทำไมไม่มีใครรักกูเลยว่ะ  ทำไมกู....ต้องเกิดมาด้วยว่ะ🙃🙃🙃#โรคซึมเศร้า,0,1,0,1,1,0,2
1533,0,เพราะชอบไปอินอยู่ฝ่ายเดียวไง ลงเอยถึงสาหัสแบบนี้ สมน้ำหน้า    #คำคม #คำคมอกหัก #คำคมเศร้า #คำคมความรัก  #แคปชั่น #แคปชั่นความรัก #แคปชั่นอกหัก  #แคปชั่นเศร้า #แคปชั่นคำคม #แคปชั่นด่า #แคปชั่นเด็ดๆ #อกหัก #เศร้า,0,0,1,0,0,0,2
1534,0,เพื่อนคือสิ่งที่ทำให้เรายิ้มได้ หัวเราะได้   แค่ในทางกลับกันพวกเค้าก็ทำให้เราไม่อยากมีชีวิตอยู่ได้เหมือนกัน  #เสียงกระซิบจากความมืด,0,1,0,0,0,0,2
1535,0,กว่าจะผ่านไปได้ในแต่ละวัน  #โรคซึมเศร้า,0,1,0,0,0,0,2
1536,0,ทำเป็นมีความสุขแต่ตัวจริงนอนร้องไห้อยู่ #โรคซึมเศร้า,0,1,0,0,0,0,2
1537,0,เราน่ารังเกลียดมากเลยใช่ไหม :(  #โรคซึมเศร้า,0,1,0,1,0,0,2
1538,0,เทอไม่เคยทิ้งใครไป เทอเเค่ปล่อยผ่าน💛💛🧸🧸  #แคปชั่น #การMoveonที่เป็นวงกลม #เศร้า #รักไร้เสียง,0,1,0,0,0,0,2
1539,1,ถ้าการหนีมันจะดีที่สุด ก็ควรหนีหายไปจากชีวิตทุกคนเลยไปในที่ ที่ไม่มีใครรู้จักกับเรา คงจะดีไม่ใช่น้อยเลยเนอะ #โรคซึมเศร้า,0,1,0,0,0,1,2
1540,0,ที่บอกอ่ะว่าตอนนั้นรู้สึก ตอนนี้ก็เหมือนเดิม....😔🥀    #พี่น้อง  #alone #เศร้า  #เหนื่อยแล้ว,0,1,0,0,0,0,2
1541,0,D - 19.04 | T - 21.13    : มีใครพอรู้วิธีทำให้นอนหลับบางมั้ย หรือถ้าจะให้ดีบอกวิธีทำให้หลับสนิทหน่อยสิ.  #โรคซึมเศร้า,0,0,0,0,0,1,0
1542,0,อย่าฝากหัวใจเราไว้กับใคร ถึงแม้มันจะเจ็บปวดมากก็ตาม มันทำให้เราได้รู้ว่าหัวใจที่ยังมีหัวใจ 😊 #โรคซึมเศร้า #ความรัก #ผีเสื้อ,0,1,0,0,0,0,2
1543,0,โรคนี้ไม่ได้เรียกว่าโรคเรียกร้องความานใจนะ อย่าเข้าใจผิด 😂  เราไม่ได้เรียกร้องความสนใจ     #โรคซึมเศร้า #ซึมเศร้า #เสียงกระซิบจากความมืด #โลกสีเทา #หลุมดำ,0,1,0,0,0,0,2
1544,0,รี+ฟอล+ไหนบอกพี่หมอซิว่าชอบสีอะไยกัน❤️    แจกดูดวงฟรี 4 คน!!!    แก้เครียดกันเน่อ    ประกาศ 1 ทุ่มวันนี้น้าาา    จุ้บๆๆ     #ดูดวงฟรี #ดูดวงความรัก #เครียด #คิดมาก #แจก #ของดีบอกต่อ #พื้นที่โปรร้าน #คนไทยไม่ทิ้งกัน #dek65 #dek63 #DEK64,0,0,0,0,0,0,0
1545,0,ทำไมนะเวลาเหนิ่อยถึงชอบปวดหัว😢  #ซึมเศร้า,0,0,0,0,1,0,2
1546,0,ผิดด้วยหรอวะที่หงุดหงิดเวลาพูดอะไรออกไปแล้วไม่มีใครสนใจ #ระบาย #เศร้า #อารมณ์ #ความรู้สึก #ใครสักคน #ตัวปัญหา #คนเดียว,0,1,1,0,0,0,2
1547,0,ไม่มีค่าพอให้ใครมารัก   -So sad🖤  #เศร้า,0,1,0,0,0,0,2
1548,0,มีแต่ข่าวคนฆ่าตัวตายทุกวันเลยคือทุกอย่างมันแย่นะ คนไม่มีคือไม่มีจริงๆอ่ะร้านโดนปิด เงินหมด เห็นข่าวแล้วโคตรหดหู่ 😭😭 #โควิด19 #ฆ่าตัวตาย,0,1,0,0,0,0,2
1549,0,มาเพ้นท์กระเป๋าผ้ากัน...🌹🌹🖌️  #กระเป๋าผ้า #arts #artist #createeveryday #illustrator  #sketchbook #illustration #sketch #sketches #graphic #artwork #painting #Design  #รับออกแบบ #งานศิลปะ #ดีไซน์ #วาดรูป #ศิลปะ #กราฟิก #Designer #กราฟิกดีไซน์ #artgallery #โควิด19 #โรคซึมเศร้า,0,0,0,0,0,0,0
1550,0,ที่แน่ๆเลย ฉันแค่ป่วย แต่ไม่ได้เรียกร้องความสนใจ แค่บางทีก็อยากหาคนที่พร้อมเข้าใจกันเฉยๆ #โรคซึมเศร้า,0,1,0,0,0,0,2
1551,0,เพราะแรงกดดันของคำบอกลา ..  ฟิลเพลง 20 ตุลา คือเพลงดิ่งจริง จนอยากฆ่าตัวตายเลยจริงๆ #โรคซึมเศร้า,0,1,0,0,0,0,2
1552,1,#โรคซึมเศร้า แม่งเอ้ยย ทำไมกูไม่ตายๆไปตั้งแต่เข้ารพ.รอบนั้นวะ กูฟื้นมาทำไมวะ ทำไมวะ แม่ง กูเกลียดความคาดหวัง,0,1,1,1,0,0,2
1553,1,ทรมานนะเวลาที่ฆ่าตัวตายในความคอดซ้ำไปซ้ำมา แต่มันทำไม่ได้ #โรคซึมเศร้า,0,1,0,0,0,1,2
1554,0,โลกเริ่มไม่น่าอยู่ขึ้นทุกวัน  #ภาวะซึมเศร้า  #โรคซึมเศร้า  #เหนื่อยกับชีวิต,0,1,0,1,0,0,2
1555,0,มันเหงา มันเศร้า แต่เราก็ต้องผ่านมันไปให้ได้ในทุกๆวันทุกๆคืน #โรคซึมเศร้า,0,1,0,0,0,0,2
1556,0,ถ้ามีเงินเป็นล้านแล้วค่อยเป็น แต่ถ้ยังไม่มีป้องกันไว้ดีกว่า  #ไว้รีวิวห้ามขายของโว้ยย #โควิด19 #รัฐบาลส้นตีน #รัฐบาลขอทาน #โรคซึมเศร้า #โรคมะเร็ง,0,0,0,0,0,0,2
1557,0,เปิดคำพูดสุดท้าย หนุ่มวัย 27 เครียดเจอพิษโควิดทำไร้เงิน ยิงตัวดับต่อหน้าเพื่อน #คมชัดลึก #โควิด19 #ข่าววันนี้ #ฆ่าตัวตาย  https://t.co/c1JzsigTpO,0,1,0,0,0,0,2
1558,0,แกจะอยากครอบครองไปทำไมกับความรักที่เอาแต่ทำร้ายแก    #คำคม #คำคมอกหัก #คำคมเศร้า #คำคมความรัก  #แคปชั่น #แคปชั่นความรัก #แคปชั่นอกหัก  #แคปชั่นเศร้า #แคปชั่นคำคม #แคปชั่นด่า #แคปชั่นเด็ดๆ #แคปชั่นแฟนเก่า #แคปชั่นความรู้สึก #อกหัก #เศร้า,0,1,0,0,0,0,2
1559,0,เจอของดีที่ร้านเช่าเก่า (มีคนขอซื้อไปแล้วนะ)  #RIP #BrianDennehy,0,0,0,0,0,0,0
1560,0,จะพยายามอยู่ต่อละกัน #โรคซึมเศร้า #โรคเครียด,0,1,0,0,0,0,2
1561,0,เราที่สับสนกับทุกอย่าง   ไม่รู้ด้วยซ้ำว่าควรอยู่ตรงไหน  เป็นความรู้สึกที่ว่างเปล่า  แต่กลับอยากร้องไห้มากที่สุด  ไม่รู้ว่าที่กำลังทำอยู่นั้นมันคืออะไร  ไร้จุดหมาย  #โรคซึมเศร้า,0,1,0,0,0,0,2
1562,0,จากคำแนะนำนั้นคือเรื่องจริงที่กำลังทำอยู่​ ซึ่งต้องยอมรับในการสูญเสียความเป็นตัวเองให้ได้​ นอกจากหาทางฟื้นฟูใจให้กลับมามีความสุขแบบเร่งด่วนแล้ว​ ก็ต้องหาทางหลุดพ้นจากสภาพแวดล้อมนี้ไปให้ได้​ ก่อนที่จะถูก​ #ภาวะซึมเศร้า กัดกร่อนในทุกๆ​ วัน​ (2/2),0,0,0,0,0,0,0
1563,0,ให้กูมีความสุขที่จริงๆไม่ได้หรอวะ  แม่งเบื่อที่ต้องหลอกตัวเองว่ามีความสุข ที่ต้องยิ้มทั้งๆที่ในใจแม่งไม่ไหวแล้วอ่ะ #โรคซึมเศร้า,0,1,0,0,0,0,2
1564,0,อีกแล้วสินะที่เป็นคนคั่นเวลามีค่าแค่ตอนเธอเหงา  01:11  #เศร้า  #แอบรัก  #คนคุย,0,1,0,0,0,0,2
1565,0,ขอโทษนะ “ที่ไม่น่ารักเหมือนวันแรก” #เศร้า #เหงาแหละดูออก #แคปชั่นเศร้า,0,1,0,0,0,0,2
